Season,Name,Nationality,Type,team,price,Unnamed: 0,Players,Base Price,TYPE,COST IN ₹ (CR.),Cost IN $ (000),2023 Squad,year,Team,Base,Sold
,,,BOWL,,0.0,,Umesh Yadav,,,,,,2025.0,-,2.00,Unsold
,,,BOWL,,0.0,,Rishad Hossain,,,,,,2025.0,-,0.75,Unsold
,,,BOWL,,0.0,,Zahir Khan,,,,,,2025.0,-,0.75,TBA
,,,BOWL,,0.0,,Nqabayomzi Peter,,,,,,2025.0,-,0.75,TBA
,,,BOWL,,0.0,,Tanveer Sangha,,,,,,2025.0,-,0.75,TBA
,,,BOWL,,0.0,,Tabraiz Shamsi,,,,,,2025.0,-,2.00,TBA
,,,BOWL,,0.0,,Jeffrey Vandersay,,,,,,2025.0,-,0.75,TBA
,,,BAT,,0.0,,Sachin Baby,,,,,,2025.0,SRH,0.30,0.30
,,,BAT,,0.0,,Priyam Garg,,,,,,2025.0,-,0.30,TBA
,,,BAT,,0.0,,Harnoor Singh,,,,,,2025.0,PBKS,0.30,0.30
,,,BAT,,0.0,,R Smaran,,,,,,2025.0,-,0.30,TBA
,,,BAT,,0.0,,Shashwat Rawat,,,,,,2025.0,-,0.30,TBA
,,,BAT,,0.0,,C Andre Siddarth,,,,,,2025.0,CSK,0.30,0.30
,,,BAT,,0.0,,Avneesh Sudha,,,,,,2025.0,-,0.30,TBA
,,,BAT,,0.0,,Apoorv Wankhade,,,,,,2025.0,-,0.30,TBA
,,,AR,,0.0,,Yudhvir Singh,,,,,,2025.0,RR,0.30,0.35
,,,AR,,0.0,,Rishi Dhawan,,,,,,2025.0,-,0.30,Unsold
,,,AR,,0.0,,Rajvardhan Hangargekar,,,,,,2025.0,LSG,0.30,0.30
,,,AR,,0.0,,Tanush Kotian,,,,,,2025.0,-,0.30,Unsold
,,,AR,,0.0,,Arshin Kulkarni,,,,,,2025.0,LSG,0.30,0.30
,,,AR,,0.0,,Shams Mulani,,,,,,2025.0,-,0.30,TBA
,,,AR,,0.0,,Shivam Singh,,,,,,2025.0,-,0.30,Unsold
,,,AR,,0.0,,Lalit Yadav,,,,,,2025.0,-,0.30,TBA
,,,BAT,,0.0,,Mohammed Azharuddeen,,,,,,2025.0,-,0.30,TBA
,,,BAT,,0.0,,LR Chethan,,,,,,2025.0,-,0.30,Unsold
,,,BAT,,0.0,,Aryaman Singh,,,,,,2025.0,-,0.30,TBA
,,,BAT,,0.0,,Urvil Patel,,,,,,2025.0,-,0.30,TBA
,,,BAT,,0.0,,Sanskar Rawat,,,,,,2025.0,-,0.30,TBA
,,,BAT,,0.0,,Bipin Saurabh,,,,,,2025.0,-,0.30,TBA
,,,BAT,,0.0,,Tanay Thyagarajan,,,,,,2025.0,-,0.30,TBA
,,,BOWL,,0.0,,Money Grewal,,,,,,2025.0,-,0.30,TBA
,,,BOWL,,0.0,,Ashwani Kumar,,,,,,2025.0,MI,0.30,0.30
,,,BOWL,,0.0,,Ishan Porel,,,,,,2025.0,-,0.30,TBA
,,,BOWL,,0.0,,Abhilash Shetty,,,,,,2025.0,-,0.30,TBA
,,,BOWL,,0.0,,Akash Singh,,,,,,2025.0,LSG,0.30,0.30
,,,BOWL,,0.0,,Gurjapneet Singh,,,,,,2025.0,CSK,0.30,2.20
,,,BOWL,,0.0,,Basil Thampi,,,,,,2025.0,-,0.30,TBA
,,,BOWL,,0.0,,Murugan Ashwin,,,,,,2025.0,-,0.30,Unsold
,,,BOWL,,0.0,,Shreyas Chavan,,,,,,2025.0,-,0.30,TBA
,,,BOWL,,0.0,,Chintal Gandhi,,,,,,2025.0,-,0.30,TBA
,,,BOWL,,0.0,,Raghav Goyal,,,,,,2025.0,-,0.30,Unsold
,,,BOWL,,0.0,,Jagadeesha Suchith,,,,,,2025.0,-,0.30,TBA
,,,BOWL,,0.0,,Roshan Waghsare,,,,,,2025.0,-,0.30,TBA
,,,BOWL,,0.0,,Bailapudi Yeswanth,,,,,,2025.0,-,0.30,Unsold
,,,BAT,,0.0,,Sediqullah Atal,,,,,,2025.0,-,0.75,TBA
,,,BAT,,0.0,,Matthew Breetzke,,,,,,2025.0,LSG,0.75,0.75
,,,BAT,,0.0,,Mark Chapman,,,,,,2025.0,-,1.50,TBA
,,,BAT,,0.0,,Brandon King,,,,,,2025.0,-,0.75,Unsold
,,,BAT,,0.0,,Evin Lewis,,,,,,2025.0,-,2.00,TBA
,,,BAT,,0.0,,Pathum Nissanka,,,,,,2025.0,-,0.75,Unsold
,,,BAT,,0.0,,Bhanuka Rajapaksa,,,,,,2025.0,-,0.75,TBA
,,,BAT,,0.0,,Steven Smith,,,,,,2025.0,-,2.00,Unsold
,,,AR,,0.0,,Gus Atkinson,,,,,,2025.0,-,2.00,Unsold
,,,AR,,0.0,,Tom Curran,,,,,,2025.0,-,2.00,TBA
,,,AR,,0.0,,Krishnappa Gowtham,,,,,,2025.0,-,1.00,TBA
,,,AR,,0.0,,Mohammad Nabi,,,,,,2025.0,-,1.50,TBA
,,,AR,,0.0,,Gulbadin Naib,,,,,,2025.0,-,1.00,TBA
,,,AR,,0.0,,Sikandar Raza,,,,,,2025.0,-,1.25,Unsold
,,,AR,,0.0,,Mitchell Santner,,,,,,2025.0,MI,2.00,2.00
,,,AR,,0.0,,Jayant Yadav,,,,,,2025.0,GT,0.75,0.75
,,,BAT,,0.0,,Johnson Charles,,,,,,2025.0,-,0.75,TBA
,,,BAT,,0.0,,Litton Das,,,,,,2025.0,-,0.75,TBA
,,,BAT,,0.0,,Andre Fletcher,,,,,,2025.0,-,0.75,TBA
,,,BAT,,0.0,,Tom Latham,,,,,,2025.0,-,1.50,Unsold
,,,BAT,,0.0,,Ollie Pope,,,,,,2025.0,-,0.75,TBA
,,,BAT,,0.0,,Kyle Verreynne,,,,,,2025.0,-,0.75,TBA
,,,BOWL,,0.0,,Fazalhaq Farooqi,,,,,,2025.0,RR,2.00,2.00
,,,BOWL,,0.0,,Richard Gleeson,,,,,,2025.0,-,0.75,Unsold
,,,BOWL,,0.0,,Matt Henry,,,,,,2025.0,-,2.00,TBA
,,,BOWL,,0.0,,Alzarri Joseph,,,,,,2025.0,-,2.00,Unsold
,,,BOWL,,0.0,,Kwena Maphaka,,,,,,2025.0,RR,0.75,1.50
,,,BOWL,,0.0,,Kuldeep Sen,,,,,,2025.0,PBKS,0.75,0.80
,,,BOWL,,0.0,,Reece Topley,,,,,,2025.0,MI,0.75,0.75
,,,BOWL,,0.0,,Lizaad Williams,,,,,,2025.0,MI,0.75,0.75
,,,BOWL,,0.0,,Luke Wood,,,,,,2025.0,-,0.75,Unsold
,,,BAT,,0.0,,Sachin Dhas,,,,,,2025.0,-,0.30,Unsold
,,,BAT,,0.0,,Leus du Plooy,,,,,,2025.0,-,0.50,Unsold
,,,BAT,,0.0,,Ashwin Hebbar,,,,,,2025.0,-,0.30,TBA
,,,BAT,,0.0,,Rohan  Kunnummal,,,,,,2025.0,-,0.30,TBA
,,,BAT,,0.0,,Ayush Pandey,,,,,,2025.0,-,0.30,TBA
,,,BAT,,0.0,,Akshat Raghuwanshi,,,,,,2025.0,-,0.30,TBA
,,,BAT,,0.0,,Shoun Roger,,,,,,2025.0,-,0.40,TBA
,,,BAT,,0.0,,Virat Singh,,,,,,2025.0,-,0.30,TBA
,,,AR,,0.0,,Priyansh Arya,,,,,,2025.0,PBKS,0.30,3.80
,,,AR,,0.0,,Manoj Bhandage,,,,,,2025.0,RCB,0.30,0.30
,,,AR,,0.0,,Praveen Dubey,,,,,,2025.0,PBKS,0.30,0.30
,,,AR,,0.0,,Ajay Mandal,,,,,,2025.0,DC,0.30,0.30
,,,AR,,0.0,,Prerak Mankad,,,,,,2025.0,-,0.30,TBA
,,,AR,,0.0,,Vipraj Nigam,,,,,,2025.0,DC,0.30,0.50
,,,AR,,0.0,,Vicky Ostwal,,,,,,2025.0,-,0.30,TBA
,,,AR,,0.0,,Shivalik Sharma,,,,,,2025.0,-,0.30,Unsold
,,,BAT,,0.0,,Salil Arora,,,,,,2025.0,-,0.30,TBA
,,,BAT,,0.0,,Dinesh Bana,,,,,,2025.0,-,0.30,TBA
,,,BAT,,0.0,,Guruswamy Ajitesh,,,,,,2025.0,-,0.30,TBA
,,,BAT,,0.0,,Narayan Jagadeesan,,,,,,2025.0,-,0.30,TBA
,,,BAT,,0.0,,Krishnan Shrijith,,,,,,2025.0,MI,0.30,0.30
,,,BAT,,0.0,,Michael Pepper,,,,,,2025.0,-,0.50,TBA
,,,BAT,,0.0,,Vishnu Solanki,,,,,,2025.0,-,0.30,TBA
,,,BOWL,,0.0,,KM Asif,,,,,,2025.0,-,0.30,TBA
,,,BOWL,,0.0,,Akhil Chaudhary,,,,,,2025.0,-,0.30,TBA
,,,BOWL,,0.0,,Himanshu Chauhan,,,,,,2025.0,-,0.30,TBA
,,,BOWL,,0.0,,Arpit Guleria,,,,,,2025.0,-,0.30,Unsold
,,,BOWL,,0.0,,Saranu Nishanth,,,,,,2025.0,-,0.30,TBA
,,,BOWL,,0.0,,Kuldip Yadav,,,,,,2025.0,-,0.30,TBA
,,,BOWL,,0.0,,Prithvi Raj,,,,,,2025.0,-,0.30,TBA
,,,BOWL,,0.0,,Shubham Agarwal,,,,,,2025.0,-,0.30,TBA
,,,BOWL,,0.0,,Jasinder Singh,,,,,,2025.0,-,0.30,TBA
,,,BOWL,,0.0,,Jasmer Dhankhar,,,,,,2025.0,-,0.30,TBA
,,,BOWL,,0.0,,Pulkit Narang,,,,,,2025.0,-,0.30,TBA
,,,BOWL,,0.0,,Saumy Pandey,,,,,,2025.0,-,0.30,TBA
,,,BOWL,,0.0,,Mohit Rathee,,,,,,2025.0,RCB,0.30,0.30
,,,BOWL,,0.0,,Himanshu Singh,,,,,,2025.0,-,0.30,TBA
,,,BAT,,0.0,,Towhid Hridoy,,,,,,2025.0,-,0.75,TBA
,,,BAT,,0.0,,Mikyle Louis,,,,,,2025.0,-,0.75,TBA
,,,BAT,,0.0,,Harry Tector,,,,,,2025.0,-,0.75,TBA
,,,BAT,,0.0,,Rassie van der Dussen,,,,,,2025.0,-,2.00,TBA
,,,BAT,,0.0,,Will Young,,,,,,2025.0,-,1.25,TBA
,,,BAT,,0.0,,Najibullah Zadran,,,,,,2025.0,-,0.75,TBA
,,,BAT,,0.0,,Ibrahim Zadran,,,,,,2025.0,-,0.75,TBA
,,,AR,,0.0,,Sean Abbott,,,,,,2025.0,-,2.00,TBA
,,,AR,,0.0,,Jacob Bethell,,,,,,2025.0,RCB,1.25,2.60
,,,AR,,0.0,,Brydon Carse,,,,,,2025.0,SRH,1.00,1.00
,,,AR,,0.0,,Aaron Hardie,,,,,,2025.0,PBKS,1.25,1.25
,,,AR,,0.0,,Sarfaraz Khan,,,,,,2025.0,-,0.75,Unsold
,,,AR,,0.0,,Kyle Mayers,,,,,,2025.0,-,1.50,Unsold
,,,AR,,0.0,,Kamindu Mendis,,,,,,2025.0,SRH,0.75,0.75
,,,AR,,0.0,,Matthew Short,,,,,,2025.0,-,0.75,Unsold
,,,BOWL,,0.0,,Jason Behrendorff,,,,,,2025.0,-,1.50,Unsold
,,,BOWL,,0.0,,Dushmantha Chameera,,,,,,2025.0,DC,0.75,0.75
,,,BOWL,,0.0,,Nathan Ellis,,,,,,2025.0,CSK,1.25,2.00
,,,BOWL,,0.0,,Shamar Joseph,,,,,,2025.0,LSG,0.75,0.75
,,,BOWL,,0.0,,Josh Little,,,,,,2025.0,-,0.75,TBA
,,,BOWL,,0.0,,Shivam Mavi,,,,,,2025.0,-,0.75,Unsold
,,,BOWL,,0.0,,Jhye Richardson,,,,,,2025.0,-,1.50,TBA
,,,BOWL,,0.0,,Navdeep Saini,,,,,,2025.0,-,0.75,Unsold
,,,BAT,,0.0,,Tanmay Agarwal,,,,,,2025.0,-,0.30,TBA
,,,BAT,,0.0,,Amandeep Khare,,,,,,2025.0,-,0.30,TBA
,,,BAT,,0.0,,Ayush Mhatre,,,,,,2025.0,-,0.30,TBA
,,,BAT,,0.0,,Salman Nizar,,,,,,2025.0,-,0.30,Unsold
,,,BAT,,0.0,,Aniket Verma,,,,,,2025.0,SRH,0.30,0.30
,,,BAT,,0.0,,Sumeet Verma,,,,,,2025.0,-,0.30,TBA
,,,BAT,,0.0,,Manan Vohra,,,,,,2025.0,-,0.30,TBA
,,,BAT,,0.0,,Samarth Vyas,,,,,,2025.0,-,0.30,TBA
,,,AR,,0.0,,Raj Bawa,,,,,,2025.0,MI,0.30,0.30
,,,AR,,0.0,,Emanjot Singh Chahal,,,,,,2025.0,-,0.30,Unsold
,,,AR,,0.0,,Musheer Khan,,,,,,2025.0,PBKS,0.30,0.30
,,,AR,,0.0,,Manvanth Kumar,,,,,,2025.0,DC,0.30,0.30
,,,AR,,0.0,,Mayank Rawat,,,,,,2025.0,-,0.30,TBA
,,,AR,,0.0,,Suryansh Shedge,,,,,,2025.0,PBKS,0.30,0.30
,,,AR,,0.0,,Hrithik Shokeen,,,,,,2025.0,-,0.30,TBA
,,,AR,,0.0,,Sonu Yadav,,,,,,2025.0,-,0.30,TBA
,,,BAT,,0.0,,Rithik Easwaran,,,,,,2025.0,-,0.30,TBA
,,,BAT,,0.0,,Anmol Malhotra,,,,,,2025.0,-,0.30,TBA
,,,BAT,,0.0,,Pradosh Ranjan Paul,,,,,,2025.0,-,0.30,TBA
,,,BAT,,0.0,,Karteek Sharma,,,,,,2025.0,-,0.30,TBA
,,,BAT,,0.0,,Akash Singh,,,,,,2025.0,-,0.30,TBA
,,,BAT,,0.0,,Tejasvi Singh,,,,,,2025.0,-,0.30,TBA
,,,BAT,,0.0,,Siddarth Yadav,,,,,,2025.0,-,0.30,TBA
,,,BOWL,,0.0,,Saurabh Dubey,,,,,,2025.0,-,0.30,TBA
,,,BOWL,,0.0,,Aaqib Khan,,,,,,2025.0,-,0.30,TBA
,,,BOWL,,0.0,,Kulwant Khejroliya,,,,,,2025.0,GT,0.30,0.30
,,,BOWL,,0.0,,Ankit Rajpoot,,,,,,2025.0,-,0.30,TBA
,,,BOWL,,0.0,,Divesh Sharma,,,,,,2025.0,-,0.30,Unsold
,,,BOWL,,0.0,,Naman Tiwari,,,,,,2025.0,-,0.30,Unsold
,,,BOWL,,0.0,,Prince Yadav,,,,,,2025.0,LSG,0.30,0.30
,,,BOWL,,0.0,,Kunal Singh Chibb,,,,,,2025.0,-,0.30,TBA
,,,BOWL,,0.0,,Yuvraj Chudasama,,,,,,2025.0,-,0.30,TBA
,,,BOWL,,0.0,,Deepak Devadiga,,,,,,2025.0,-,0.30,TBA
,,,BOWL,,0.0,,Ramesh Prasad,,,,,,2025.0,-,0.30,TBA
,,,BOWL,,0.0,,Shivam Shukla,,,,,,2025.0,-,0.30,TBA
,,,BOWL,,0.0,,Himanshu Singh,,,,,,2025.0,-,0.30,TBA
,,,BOWL,,0.0,,Tejpreet Singh,,,,,,2025.0,-,0.30,TBA
,,,AR,,0.0,,Qais Ahmad,,,,,,2025.0,-,0.75,TBA
,,,AR,,0.0,,Charith Asalanka,,,,,,2025.0,-,0.75,TBA
,,,AR,,0.0,,Michael Bracewell,,,,,,2025.0,-,1.50,Unsold
,,,AR,,0.0,,Gudakesh Motie,,,,,,2025.0,-,0.75,TBA
,,,AR,,0.0,,Dan Mousley,,,,,,2025.0,-,0.75,TBA
,,,AR,,0.0,,Jamie Overton,,,,,,2025.0,CSK,1.50,1.50
,,,AR,,0.0,,Dunith Wellalage,,,,,,2025.0,-,0.75,TBA
,,,BOWL,,0.0,,Ottneil Baartman,,,,,,2025.0,-,0.75,Unsold
,,,BOWL,,0.0,,Xavier Bartlett,,,,,,2025.0,PBKS,0.75,0.80
,,,BOWL,,0.0,,Dilshan Madushanka,,,,,,2025.0,-,0.75,Unsold
,,,BOWL,,0.0,,Adam Milne,,,,,,2025.0,-,2.00,Unsold
,,,BOWL,,0.0,,Lungi Ngidi,,,,,,2025.0,RCB,1.00,1.00
,,,BOWL,,0.0,,William O’Rourke,,,,,,2025.0,-,1.50,Unsold
,,,BOWL,,0.0,,Chetan Sakariya,,,,,,2025.0,-,0.75,Unsold
,,,BOWL,,0.0,,Sandeep Warrier,,,,,,2025.0,-,0.75,Unsold
,,,BAT,,0.0,,Musaif Ajaz,,,,,,2025.0,-,0.30,TBA
,,,BAT,,0.0,,Agni Chopra,,,,,,2025.0,-,0.30,TBA
,,,BAT,,0.0,,Abhimanyu Easwaran,,,,,,2025.0,-,0.30,TBA
,,,BAT,,0.0,,Sudip Kumar Gharami,,,,,,2025.0,-,0.30,TBA
,,,BAT,,0.0,,Shubham Khajuria,,,,,,2025.0,-,0.30,TBA
,,,BAT,,0.0,,Akhil Rawat,,,,,,2025.0,-,0.30,TBA
,,,BAT,,0.0,,Prateek Yadav,,,,,,2025.0,-,0.30,TBA
,,,AR,,0.0,,Abdul Basith,,,,,,2025.0,-,0.30,Unsold
,,,AR,,0.0,,KC Cariappa,,,,,,2025.0,-,0.30,TBA
,,,AR,,0.0,,Yuvraj Chaudhary,,,,,,2025.0,LSG,0.30,Unsold
,,,AR,,0.0,,Aman Khan,,,,,,2025.0,-,0.30,TBA
,,,AR,,0.0,,Sumit Kumar,,,,,,2025.0,-,0.30,TBA
,,,AR,,0.0,,Kamlesh Nagarkoti,,,,,,2025.0,CSK,0.30,0.30
,,,AR,,0.0,,Hardik Raj,,,,,,2025.0,-,0.30,TBA
,,,AR,,0.0,,Harsh Tyagi,,,,,,2025.0,-,0.30,TBA
,,,BAT,,0.0,,M Ajnas,,,,,,2025.0,-,0.30,TBA
,,,BAT,,0.0,,Unmukt Chand,,,,,,2025.0,-,0.30,TBA
,,,BAT,,0.0,,Tejasvi Dahiya,,,,,,2025.0,-,0.30,Unsold
,,,BAT,,0.0,,Sumit Ghadigaonkar,,,,,,2025.0,-,0.30,TBA
,,,BAT,,0.0,,Baba Indrajith,,,,,,2025.0,-,0.30,TBA
,,,BAT,,0.0,,Muhammed Adnan Khan,,,,,,2025.0,-,0.30,TBA
,,,BAT,,0.0,,Bhagmender Lather,,,,,,2025.0,-,0.30,TBA
,,,BOWL,,0.0,,Baltej Singh,,,,,,2025.0,-,0.30,TBA
,,,BOWL,,0.0,,Ali Khan,,,,,,2025.0,-,0.30,TBA
,,,BOWL,,0.0,,Ravi Kumar,,,,,,2025.0,-,0.30,TBA
,,,BOWL,,0.0,,Vineet Panwar,,,,,,2025.0,-,0.30,TBA
,,,BOWL,,0.0,,Vidyadhar Patil,,,,,,2025.0,-,0.30,TBA
,,,BOWL,,0.0,,Aaradhya Shukla,,,,,,2025.0,-,0.30,TBA
,,,BOWL,,0.0,,Abhinandan Singh,,,,,,2025.0,RCB,0.30,0.30
,,,AR,,0.0,,Cooper Connolly,,,,,,2025.0,-,0.75,TBA
,,,AR,,0.0,,Dushan Hemantha,,,,,,2025.0,-,0.75,TBA
,,,AR,,0.0,,Jason Holder,,,,,,2025.0,-,2.00,TBA
,,,AR,,0.0,,Karim Janat,,,,,,2025.0,GT,0.75,0.75
,,,AR,,0.0,,James Neesham,,,,,,2025.0,-,1.50,TBA
,,,AR,,0.0,,Daniel Sams,,,,,,2025.0,-,1.50,TBA
,,,AR,,0.0,,Will Sutherland,,,,,,2025.0,-,0.75,TBA
,,,BOWL,,0.0,,Taskin Ahmed,,,,,,2025.0,-,1.00,TBA
,,,BOWL,,0.0,,Ben Dwarshuis,,,,,,2025.0,-,0.75,TBA
,,,BOWL,,0.0,,Obed McCoy,,,,,,2025.0,-,1.25,TBA
,,,BOWL,,0.0,,Riley Meredith,,,,,,2025.0,-,1.50,TBA
,,,BOWL,,0.0,,Lance Morris,,,,,,2025.0,-,1.25,Unsold
,,,BOWL,,0.0,,Olly Stone,,,,,,2025.0,-,0.75,Unsold
,,,BOWL,,0.0,,Daniel Worrall,,,,,,2025.0,-,1.50,TBA
,,,BAT,,0.0,,Pyla Avinash,,,,,,2025.0,PBKS,0.30,0.30
,,,BAT,,0.0,,Kiran Chormale,,,,,,2025.0,-,0.30,TBA
,,,BAT,,0.0,,Ashish Dahariya,,,,,,2025.0,-,0.30,TBA
,,,BAT,,0.0,,Tushar Raheja,,,,,,2025.0,-,0.30,TBA
,,,BAT,,0.0,,Sarthak Ranjan,,,,,,2025.0,-,0.30,TBA
,,,BAT,,0.0,,Abhijeet Tomar,,,,,,2025.0,-,0.30,TBA
,,,AR,,0.0,,Krish Bhagat,,,,,,2025.0,-,0.30,TBA
,,,AR,,0.0,,Sohraab Dhaliwal,,,,,,2025.0,-,0.30,TBA
,,,AR,,0.0,,Harsh Dubey,,,,,,2025.0,-,0.30,TBA
,,,AR,,0.0,,Ramakrishna Ghosh,,,,,,2025.0,CSK,0.30,0.30
,,,AR,,0.0,,Raj Limbani,,,,,,2025.0,-,0.30,Unsold
,,,AR,,0.0,,Ninad Rathva,,,,,,2025.0,-,0.30,TBA
,,,AR,,0.0,,Vivrant Sharma,,,,,,2025.0,-,0.30,TBA
,,,AR,,0.0,,Shiva Singh,,,,,,2025.0,-,0.30,Unsold
,,,BOWL,,0.0,,Sayed Irfan Aftab,,,,,,2025.0,-,0.30,TBA
,,,BOWL,,0.0,,Anirudh Chowdhary,,,,,,2025.0,-,0.30,Unsold
,,,BOWL,,0.0,,Siddarth Kaul,,,,,,2025.0,-,0.40,TBA
,,,BOWL,,0.0,,Prashant Painkra,,,,,,2025.0,-,0.30,TBA
,,,BOWL,,0.0,,Satyanarayana Raju,,,,,,2025.0,MI,0.30,0.30
,,,BOWL,,0.0,,Yeddala Reddy,,,,,,2025.0,-,0.30,TBA
,,,AR,,0.0,,Zakary Foulkes,,,,,,2025.0,-,0.75,TBA
,,,AR,,0.0,,Chris Green,,,,,,2025.0,-,1.00,TBA
,,,AR,,0.0,,Shakib Al Hasan,,,,,,2025.0,-,1.00,TBA
,,,AR,,0.0,,Mehidy Hasan Miraz,,,,,,2025.0,-,1.00,TBA
,,,AR,,0.0,,Wiaan Mulder,,,,,,2025.0,-,0.75,TBA
,,,AR,,0.0,,Dwaine Pretorius,,,,,,2025.0,-,0.75,Unsold
,,,AR,,0.0,,Dasun Shanaka,,,,,,2025.0,-,0.75,TBA
,,,BOWL,,0.0,,Shoriful Islam,,,,,,2025.0,-,0.75,TBA
,,,BOWL,,0.0,,Blessing Muzarabani,,,,,,2025.0,-,0.75,Unsold
,,,BOWL,,0.0,,Matthew Potts,,,,,,2025.0,-,1.50,TBA
,,,BOWL,,0.0,,Tanzim Hasan Sakib,,,,,,2025.0,-,0.75,TBA
,,,BOWL,,0.0,,Ben Sears,,,,,,2025.0,-,1.00,TBA
,,,BOWL,,0.0,,Tim Southee,,,,,,2025.0,-,1.50,TBA
,,,BOWL,,0.0,,John Turner,,,,,,2025.0,-,1.50,TBA
,,,BAT,,0.0,,Joshua Brown,,,,,,2025.0,-,0.30,TBA
,,,BAT,,0.0,,Oliver Davies,,,,,,2025.0,-,0.30,TBA
,,,BAT,,0.0,,Bevon Jacobs,,,,,,2025.0,MI,0.30,0.30
,,,BAT,,0.0,,Atharva Kale,,,,,,2025.0,-,0.30,TBA
,,,BAT,,0.0,,Abhishek Nair,,,,,,2025.0,-,0.30,TBA
,,,BAT,,0.0,,Vishwanath Singh,,,,,,2025.0,-,0.30,TBA
,,,AR,,0.0,,Lone Nasir,,,,,,2025.0,-,0.30,TBA
,,,AR,,0.0,,Brandon McMullen,,,,,,2025.0,-,0.30,Unsold
,,,AR,,0.0,,Sudhesan Midhun,,,,,,2025.0,-,0.30,TBA
,,,AR,,0.0,,Abid Mushtaq,,,,,,2025.0,-,0.30,TBA
,,,AR,,0.0,,Mahesh Pithiya,,,,,,2025.0,-,0.30,TBA
,,,AR,,0.0,,Maramreddy Reddy,,,,,,2025.0,-,0.30,TBA
,,,AR,,0.0,,Atit Sheth,,,,,,2025.0,-,0.30,Unsold
,,,AR,,0.0,,Jonty Sidhu,,,,,,2025.0,-,0.30,TBA
,,,BOWL,,0.0,,Mohit Avasthi,,,,,,2025.0,-,0.30,TBA
,,,BOWL,,0.0,,Faridoon Dawoodzai,,,,,,2025.0,-,0.30,TBA
,,,BOWL,,0.0,,Praful Hinge,,,,,,2025.0,-,0.30,TBA
,,,BOWL,,0.0,,Pankaj Jaswal,,,,,,2025.0,-,0.30,TBA
,,,BOWL,,0.0,,Vijay Kumar,,,,,,2025.0,-,0.30,Unsold
,,,BOWL,,0.0,,Ashok Sharma,,,,,,2025.0,RR,0.30,0.30
,,,BOWL,,0.0,,Mujtaba Yousuf,,,,,,2025.0,-,0.30,TBA
,,,AR,,0.0,,Ashton Agar,,,,,,2025.0,-,1.25,TBA
,,,AR,,0.0,,Roston Chase,,,,,,2025.0,-,0.75,Unsold
,,,AR,,0.0,,Junior Dala,,,,,,2025.0,-,0.75,TBA
,,,AR,,0.0,,Mahedi Hasan,,,,,,2025.0,-,0.75,TBA
,,,AR,,0.0,,Nangeyalia Kharote,,,,,,2025.0,-,0.75,TBA
,,,AR,,0.0,,Dan Lawrence,,,,,,2025.0,-,1.00,TBA
,,,AR,,0.0,,Nathan Smith,,,,,,2025.0,-,1.00,Unsold
,,,BOWL,,0.0,,James Anderson,,,,,,2025.0,-,1.25,TBA
,,,BOWL,,0.0,,Kyle Jamieson,,,,,,2025.0,-,1.50,Unsold
,,,BOWL,,0.0,,Chris Jordan,,,,,,2025.0,-,2.00,Unsold
,,,BOWL,,0.0,,Hasan Mahmud,,,,,,2025.0,-,0.75,TBA
,,,BOWL,,0.0,,Tymal Mills,,,,,,2025.0,-,2.00,TBA
,,,BOWL,,0.0,,David Payne,,,,,,2025.0,-,1.00,TBA
,,,BOWL,,0.0,,Nahid Rana,,,,,,2025.0,-,0.75,TBA
,,,BAT,,0.0,,Prayas Ray Barman,,,,,,2025.0,-,0.30,TBA
,,,BAT,,0.0,,Jafar Jamal,,,,,,2025.0,-,0.30,TBA
,,,BAT,,0.0,,Ayaz Khan,,,,,,2025.0,-,0.30,TBA
,,,BAT,,0.0,,Kaushik Maity,,,,,,2025.0,-,0.30,TBA
,,,BAT,,0.0,,Rituraj Sharma,,,,,,2025.0,-,0.30,TBA
,,,BAT,,0.0,,Vaibhav Suryavanshi,,,,,,2025.0,RR,0.30,1.10
,,,AR,,0.0,,Kartik Chadha,,,,,,2025.0,-,0.30,TBA
,,,AR,,0.0,,Writtick Chatterjee,,,,,,2025.0,-,0.30,TBA
,,,AR,,0.0,,Prerit Dutta,,,,,,2025.0,-,0.30,TBA
,,,AR,,0.0,,Rajneesh Gurbani,,,,,,2025.0,-,0.30,TBA
,,,AR,,0.0,,Shubhang Hegde,,,,,,2025.0,-,0.30,TBA
,,,AR,,0.0,,Saransh Jain,,,,,,2025.0,-,0.30,TBA
,,,AR,,0.0,,Ripal Patel,,,,,,2025.0,-,0.30,Unsold
,,,AR,,0.0,,Akash Vasisht,,,,,,2025.0,-,0.30,TBA
,,,BOWL,,0.0,,Anirudh Kanwar,,,,,,2025.0,-,0.30,TBA
,,,BOWL,,0.0,,Shubham Kapse,,,,,,2025.0,-,0.30,TBA
,,,BOWL,,0.0,,Atif Mushtaq,,,,,,2025.0,-,0.30,TBA
,,,BOWL,,0.0,,Dipesh Parwani,,,,,,2025.0,-,0.30,TBA
,,,BOWL,,0.0,,Manish Reddy,,,,,,2025.0,-,0.30,TBA
,,,BOWL,,0.0,,Chetan Sharma,,,,,,2025.0,-,0.30,TBA
,,,BOWL,,0.0,,Avinash Singh,,,,,,2025.0,-,0.30,Unsold
,,,AR,,0.0,,Alick Athanaze,,,,,,2025.0,-,0.75,TBA
,,,AR,,0.0,,Hilton Cartwright,,,,,,2025.0,-,0.75,TBA
,,,AR,,0.0,,Dominic Drakes,,,,,,2025.0,-,1.25,TBA
